YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,SCORE
2017,2017,1961,PRIVATE,18,Willowdale,286 FINCH AVE W,4,47,64
2017,2017,1965,PRIVATE,14,Toronto-Danforth,33 EASTMOUNT AVE,24,200,67
2017,2017,1960,PRIVATE,15,Don Valley West,7 ROCHEFORT,3,64,67
2017,2017,1930,PRIVATE,15,Don Valley West,11 SHERWOOD AVE,3,23,60
2017,2017,1940,PRIVATE,15,Don Valley West,27 SHERWOOD AVE,3,17,81
2017,2017,1950,PRIVATE,15,Don Valley West,715 MILLWOOD RD,3,14,63
2017,2017,1963,PRIVATE,21,Scarborough Centre,1360 DANFORTH RD,15,172,67
2017,2017,1960,PRIVATE,15,Don Valley West,841 MILLWOOD RD,3,18,59
2017,2017,1960,PRIVATE,15,Don Valley West,855 MILLWOOD RD,3,22,62
2017,2017,1965,PRIVATE,11,University-Rosedale,6-10 WALMER RD,18,131,65
2017,2017,1960,PRIVATE,15,Don Valley West,2707 YONGE ST,4,48,61
2017,2017,1970,PRIVATE,24,Scarborough-Guildwood,40 TUXEDO CRT,16,216,46
2017,2017,1965,PRIVATE,15,Don Valley West,1833 BAYVIEW AVE,4,112,70
2017,2017,1928,PRIVATE,12,Toronto-St. Paul's,42 VAUGHAN RD,3,15,55
2017,2017,1965,PRIVATE,06,York Centre,2251 JANE ST,3,11,71
2017,2017,1965,PRIVATE,06,York Centre,2253 JANE ST,3,11,71
2017,2017,1965,PRIVATE,06,York Centre,2255 JANE ST,3,11,71
2017,2017,1963,PRIVATE,05,York South-Weston,29 CHURCH ST,10,63,49
2017,2017,1965,PRIVATE,06,York Centre,2257 JANE ST,3,11,72
2017,2017,1969,PRIVATE,20,Scarborough Southwest,544 BIRCHMOUNT RD,11,131,63
2017,2017,2011,PRIVATE,20,Scarborough Southwest,550 BIRCHMOUNT RD,10,153,71
2017,2017,1972,PRIVATE,20,Scarborough Southwest,560 BIRCHMOUNT RD,13,103,56
2017,2017,1965,PRIVATE,15,Don Valley West,1291 BAYVIEW AVE,6,69,71
2017,2017,1950,PRIVATE,15,Don Valley West,1315 BAYVIEW AVE,3,38,63
2017,2017,1970,PRIVATE,19,Beaches-East York,2575 DANFORTH AVE,23,335,68
2017,2017,1955,PRIVATE,21,Scarborough Centre,32 CRAIGTON DR,4,30,71
2017,2017,1959,PRIVATE,16,Don Valley East,110 COTTONWOOD DR,3,22,75
2017,2017,1986,SOCIAL HOUSING,09,Davenport,1289 DUNDAS ST W,7,149,72
2017,2017,1967,PRIVATE,08,Eglinton-Lawrence,111 RIDELLE AVE,18,139,64
2017,2017,1955,PRIVATE,21,Scarborough Centre,1 RANNOCK ST,4,30,68
2017,2017,1955,PRIVATE,21,Scarborough Centre,880 PHARMACY AVE,4,26,75
2017,2017,1968,PRIVATE,01,Etobicoke North,2548 KIPLING AVE,7,153,59
2017,2017,1978,PRIVATE,01,Etobicoke North,2777 KIPLING AVE,18,325,70
2017,2017,1959,PRIVATE,03,Etobicoke-Lakeshore,10 KINSDALE BLVD,4,23,52
2017,2017,1967,PRIVATE,21,Scarborough Centre,833 KENNEDY RD,7,54,61
2017,2017,1960,PRIVATE,21,Scarborough Centre,879 KENNEDY RD,4,29,58
2017,2017,2006,PRIVATE,15,Don Valley West,1425 BAYVIEW AVE,4,14,91
2017,2017,1971,PRIVATE,12,Toronto-St. Paul's,330 WINNETT AVE,4,39,64
2017,2017,1970,PRIVATE,01,Etobicoke North,2085 ISLINGTON AVE,20,266,73
2017,2017,1970,PRIVATE,01,Etobicoke North,2101 ISLINGTON AVE,22,271,74
2017,2017,1960,PRIVATE,19,Beaches-East York,1636 GERRARD ST E,6,48,80
2017,2017,1958,PRIVATE,16,Don Valley East,46 FOXDEN RD,3,22,75
2017,2017,1965,PRIVATE,06,York Centre,28 HEATHROW DR,3,11,69
2017,2017,1965,PRIVATE,06,York Centre,32 HEATHROW DR,3,11,69
2017,2017,1930,PRIVATE,15,Don Valley West,15 SHERWOOD AVE,3,26,72
2017,2017,1930,PRIVATE,15,Don Valley West,21 SHERWOOD AVE,3,26,58
2017,2017,1930,PRIVATE,15,Don Valley West,25 SHERWOOD AVE,3,27,60
2017,2017,1969,PRIVATE,19,Beaches-East York,255 MAIN ST,9,128,71
2017,2017,1970,PRIVATE,19,Beaches-East York,265 MAIN ST,24,293,72
2017,2017,1971,PRIVATE,19,Beaches-East York,275 MAIN ST,29,324,71
2017,2017,1917,PRIVATE,19,Beaches-East York,97 LEE AVE,3,10,60
2017,2017,1955,PRIVATE,03,Etobicoke-Lakeshore,5 NEWHOLM RD,4,27,52
2017,2017,1938,PRIVATE,12,Toronto-St. Paul's,14 TICHESTER RD,4,32,61
2017,2017,1968,PRIVATE,20,Scarborough Southwest,3423 ST CLAIR AVE E,4,30,67
2017,2017,1957,PRIVATE,03,Etobicoke-Lakeshore,95 TWENTY FIFTH ST,3,46,63
2017,2017,1965,PRIVATE,15,Don Valley West,1903 BAYVIEW AVE,5,27,64
2017,2017,1976,PRIVATE,24,Scarborough-Guildwood,70 MORNELLE CRT,16,264,48
2017,2017,1940,PRIVATE,12,Toronto-St. Paul's,1580 BATHURST ST,4,24,61
2017,2017,1960,PRIVATE,06,York Centre,923-925 WILSON AVE,3,23,54
2017,2017,1960,PRIVATE,06,York Centre,927-931 WILSON AVE,3,36,56
2017,2017,1960,PRIVATE,06,York Centre,933-937 WILSON AVE,3,36,56
2017,2017,1967,PRIVATE,08,Eglinton-Lawrence,140 ELM RIDGE DR,18,229,67
2017,2017,1962,PRIVATE,24,Scarborough-Guildwood,45 GREENCREST CRCT,6,100,58
2017,2017,1953,PRIVATE,14,Toronto-Danforth,68 HILLSIDE DR,4,44,68
2017,2017,1992,SOCIAL HOUSING,12,Toronto-St. Paul's,1060 DAVENPORT RD,4,10,74
2017,2017,1966,PRIVATE,14,Toronto-Danforth,100 GOWAN AVE,17,121,74
2017,2017,1962,PRIVATE,21,Scarborough Centre,1340 DANFORTH RD,15,173,67
2017,2017,1965,PRIVATE,21,Scarborough Centre,1350 DANFORTH RD,15,225,72
2017,2017,1960,PRIVATE,03,Etobicoke-Lakeshore,3 CROWN HILL PL,6,62,63
2017,2017,1964,PRIVATE,06,York Centre,31 PAXTONIA BLVD,3,50,77
2017,2017,1990,PRIVATE,14,Toronto-Danforth,768 PAPE AVE,3,15,63
2017,2017,1952,PRIVATE,03,Etobicoke-Lakeshore,104 SIXTEENTH ST,3,12,60
2017,2017,1970,PRIVATE,24,Scarborough-Guildwood,4070 LAWRENCE AVE E,4,38,66
2017,2017,1960,PRIVATE,06,York Centre,1385 SHEPPARD AVE W,4,40,69
2017,2017,1962,PRIVATE,07,Humber River-Black Creek,3700 KEELE ST,3,57,63
2017,2017,1970,PRIVATE,06,York Centre,2425 JANE ST,20,154,71
2017,2017,1955,PRIVATE,06,York Centre,3018 KEELE ST,4,31,58
2017,2017,1968,PRIVATE,07,Humber River-Black Creek,2801 JANE ST,17,234,61
2017,2017,1960,PRIVATE,14,Toronto-Danforth,15 BATER AVE,3,34,66
2017,2017,1971,PRIVATE,14,Toronto-Danforth,1010 BROADVIEW AVE,20,109,70
2017,2017,1953,PRIVATE,08,Eglinton-Lawrence,2135 AVENUE RD,3,54,62
2017,2017,1969,PRIVATE,08,Eglinton-Lawrence,2200 AVENUE RD,16,152,63
2017,2017,1974,PRIVATE,08,Eglinton-Lawrence,660 BRIAR HILL AVE,8,76,65
2017,2017,1959,PRIVATE,06,York Centre,2868 KEELE ST,3,30,60
2017,2017,1954,PRIVATE,06,York Centre,2954 KEELE ST,3,12,78
2017,2017,1953,PRIVATE,08,Eglinton-Lawrence,2100 BATHURST ST,5,62,67
2017,2017,1964,PRIVATE,21,Scarborough Centre,123 BELLAMY RD N,12,250,60
2017,2017,1971,PRIVATE,21,Scarborough Centre,126 BELLAMY RD N,16,253,57
2017,2017,1940,PRIVATE,12,Toronto-St. Paul's,1576 BATHURST ST,4,24,58
2017,2017,1963,PRIVATE,24,Scarborough-Guildwood,70 STEVENVALE DR,6,100,58
2017,2017,1949,PRIVATE,03,Etobicoke-Lakeshore,2692-2694 BLOOR ST W,4,40,63
2017,2017,1960,PRIVATE,03,Etobicoke-Lakeshore,186 STEPHEN DR,5,48,77
2017,2017,1966,PRIVATE,02,Etobicoke Centre,10 ALLANHURST DR,11,108,60
2017,2017,1930,PRIVATE,12,Toronto-St. Paul's,21 RAGLAN AVE,3,12,67
2017,2017,1965,PRIVATE,01,Etobicoke North,20 SANAGAN RD,5,86,60
2017,2017,2009,PRIVATE,11,University-Rosedale,88 SPADINA RD,5,91,76
2017,2017,1969,PRIVATE,11,University-Rosedale,100 SPADINA RD,23,216,70
2017,2017,1972,PRIVATE,24,Scarborough-Guildwood,3700 LAWRENCE AVE E,11,105,64
2017,2017,1967,PRIVATE,24,Scarborough-Guildwood,3969 KINGSTON RD,13,174,66
2017,2017,1964,PRIVATE,02,Etobicoke Centre,1407 ROYAL YORK RD,13,162,79
2017,2017,1971,PRIVATE,05,York South-Weston,1747-1755 JANE ST,15,102,62
2017,2017,1960,PRIVATE,05,York South-Weston,1795 JANE ST,10,105,67
2017,2017,1950,PRIVATE,05,York South-Weston,2425 KEELE ST,3,12,60
2017,2017,1954,PRIVATE,03,Etobicoke-Lakeshore,2 KINGS POINT DR,4,16,64
2017,2017,1954,PRIVATE,03,Etobicoke-Lakeshore,4 KINGS POINT DR,4,16,64
2017,2017,1958,PRIVATE,05,York South-Weston,1650 KEELE ST,4,22,53
2017,2017,1957,PRIVATE,21,Scarborough Centre,2700 LAWRENCE AVE E,7,111,74
2017,2017,1957,PRIVATE,21,Scarborough Centre,2702 LAWRENCE AVE E,7,96,73
2017,2017,1992,SOCIAL HOUSING,24,Scarborough-Guildwood,38 ANDOVER CRES,4,25,68
2017,2017,1982,PRIVATE,20,Scarborough Southwest,30 BURN HILL RD,22,238,59
2017,2017,1969,PRIVATE,21,Scarborough Centre,5 BROCKLEY DR,21,254,87
2017,2017,1967,PRIVATE,21,Scarborough Centre,1299 DANFORTH RD,12,138,69
2017,2017,1956,PRIVATE,12,Toronto-St. Paul's,55 HENDRICK AVE,3,29,67
2017,2017,1966,PRIVATE,02,Etobicoke Centre,20 FONTENAY CRT,14,96,73
2017,2017,1966,PRIVATE,02,Etobicoke Centre,30 FONTENAY CRT,14,96,65
2017,2017,2008,PRIVATE,05,York South-Weston,5 HARDING AVE,9,184,67
2017,2017,1968,PRIVATE,05,York South-Weston,15 HARDING AVE,19,335,54
2017,2017,1959,PRIVATE,14,Toronto-Danforth,190 COSBURN AVE,6,47,68
2017,2017,1950,PRIVATE,20,Scarborough Southwest,650 DAWES RD,3,17,57
2017,2017,1985,PRIVATE,11,University-Rosedale,123 D'ARCY ST,3,24,57
2017,2017,2006,PRIVATE,09,Davenport,1401 DUPONT ST,6,171,67
2017,2017,1985,SOCIAL HOUSING,14,Toronto-Danforth,51 DONLANDS AVE,5,53,74
2017,2017,1930,PRIVATE,12,Toronto-St. Paul's,17 RAGLAN AVE,4,16,66
2017,2017,1960,PRIVATE,06,York Centre,1455 WILSON AVE,3,66,70
2017,2017,1960,PRIVATE,06,York Centre,1533 WILSON AVE,4,42,74
2017,2017,1960,PRIVATE,06,York Centre,1537 WILSON AVE,4,42,74
2017,2017,1968,PRIVATE,15,Don Valley West,53 THORNCLIFFE PARK DR,20,279,78
2017,2017,1959,PRIVATE,03,Etobicoke-Lakeshore,87 FORTY SECOND ST,3,41,76
2017,2017,1953,PRIVATE,05,York South-Weston,7 GREENTREE CRT,3,28,52
2017,2017,1965,PRIVATE,14,Toronto-Danforth,100 GAMBLE AVE,12,152,63
2017,2017,1958,PRIVATE,20,Scarborough Southwest,996 DANFORTH RD,3,20,60
2017,2017,1958,PRIVATE,20,Scarborough Southwest,998 DANFORTH RD,3,21,59
2017,2017,1960,PRIVATE,21,Scarborough Centre,1284 DANFORTH RD,7,95,73
2017,2017,1920,PRIVATE,12,Toronto-St. Paul's,341 ST CLAIR AVE W,3,10,57
2017,2017,1930,SOCIAL HOUSING,12,Toronto-St. Paul's,497 ST CLAIR AVE W,4,19,56
2017,2017,1969,PRIVATE,21,Scarborough Centre,50 TRUDELLE ST,7,131,69
2017,2017,1957,PRIVATE,08,Eglinton-Lawrence,41 LORINDALE AVE,3,26,66
2017,2017,1960,PRIVATE,05,York South-Weston,1728 LAWRENCE AVE W,4,34,75
2017,2017,1961,PRIVATE,05,York South-Weston,1809 LAWRENCE AVE W,4,32,82
2017,2017,1967,PRIVATE,15,Don Valley West,65 THORNCLIFFE PARK DR,20,332,60
2017,2017,1956,PRIVATE,02,Etobicoke Centre,319 THE KINGSWAY,3,21,68
2017,2017,1959,PRIVATE,03,Etobicoke-Lakeshore,135 STEPHEN DR,4,26,70
2017,2017,1960,PRIVATE,05,York South-Weston,2 ARROWSMITH AVE,3,11,60
2017,2017,1955,PRIVATE,12,Toronto-St. Paul's,567 AVENUE RD,11,63,64
2017,2017,1966,PRIVATE,10,Spadina-Fort York,50 STEPHANIE ST,24,284,58
2017,2017,1974,PRIVATE,22,Scarborough-Agincourt,40 AURORA CRT,13,167,75
2017,2017,1974,PRIVATE,22,Scarborough-Agincourt,50 AURORA CRT,14,175,80
2017,2017,1952,PRIVATE,03,Etobicoke-Lakeshore,162 BERRY RD,4,39,72
2017,2017,1965,PRIVATE,03,Etobicoke-Lakeshore,177 BERRY RD,4,23,60
2017,2017,2004,PRIVATE,11,University-Rosedale,25 BEDFORD RD,8,62,59
2017,2017,1963,PRIVATE,01,Etobicoke North,35 JANSUSIE RD,3,45,65
2017,2017,1967,PRIVATE,01,Etobicoke North,5 JANSUSIE RD,3,45,64
2017,2017,1967,PRIVATE,01,Etobicoke North,15 JANSUSIE RD,3,45,65
2017,2017,1963,PRIVATE,01,Etobicoke North,25 JANSUSIE RD,3,45,65
2017,2017,1954,PRIVATE,05,York South-Weston,2552 KEELE ST,4,29,63
2017,2017,1984,PRIVATE,05,York South-Weston,2620 KEELE ST,3,11,61
2017,2017,1968,PRIVATE,05,York South-Weston,2625 KEELE ST,3,10,54
2017,2017,1956,PRIVATE,12,Toronto-St. Paul's,65 BROADWAY AVE,4,71,64
2017,2017,1971,PRIVATE,20,Scarborough Southwest,2225 EGLINTON AVE E,6,94,54
2017,2017,1960,PRIVATE,20,Scarborough Southwest,2239 EGLINTON AVE E,7,107,77
2017,2017,1968,PRIVATE,20,Scarborough Southwest,2243 EGLINTON AVE E,6,91,71
2017,2017,1960,PRIVATE,20,Scarborough Southwest,2293 EGLINTON AVE E,7,118,59
2017,2017,1971,PRIVATE,22,Scarborough-Agincourt,30 CARABOB CRT,15,195,73
2017,2017,1974,PRIVATE,22,Scarborough-Agincourt,40 CARABOB CRT,15,196,79
2017,2017,1974,PRIVATE,22,Scarborough-Agincourt,50 CARABOB CRT,15,197,77
2017,2017,1964,PRIVATE,02,Etobicoke Centre,40 DIXINGTON CRES,6,55,69
2017,2017,1960,PRIVATE,13,Toronto Centre,166 CARLTON ST,11,92,66
2017,2017,1988,SOCIAL HOUSING,13,Toronto Centre,172 CARLTON ST,4,25,69
2017,2017,1930,PRIVATE,09,Davenport,1044 COLLEGE ST,3,43,63
2017,2017,1967,PRIVATE,13,Toronto Centre,540 SHERBOURNE ST,14,95,68
2017,2017,1960,PRIVATE,16,Don Valley East,11 ROCHEFORT DR,3,64,66
2017,2017,1974,PRIVATE,02,Etobicoke Centre,73 WIDDICOMBE HILL BLVD,17,228,72
2017,2017,1973,PRIVATE,02,Etobicoke Centre,120 WIDDICOMBE HILL BLVD,17,233,72
2017,2017,1971,PRIVATE,01,Etobicoke North,22 WILLOWRIDGE RD,16,132,61
2017,2017,1960,PRIVATE,06,York Centre,1309 WILSON AVE,7,84,69
2017,2017,1960,PRIVATE,06,York Centre,1391 WILSON AVE,4,36,69
2017,2017,1960,PRIVATE,06,York Centre,1393 WILSON AVE,4,82,65
2017,2017,1960,PRIVATE,15,Don Valley West,52 THORNCLIFFE PARK DR,6,57,69
2017,2017,1911,PRIVATE,13,Toronto Centre,67 GLOUCESTER ST,3,15,56
2017,2017,1958,PRIVATE,03,Etobicoke-Lakeshore,60 FIFTEENTH ST,3,11,68
2017,2017,1940,PRIVATE,13,Toronto Centre,1 HOMEWOOD AVE,4,67,58
2017,2017,1970,PRIVATE,10,Spadina-Fort York,164 GRANGE AVE,3,24,55
2017,2017,1965,PRIVATE,15,Don Valley West,345 MERTON ST,10,109,68
2017,2017,1959,PRIVATE,20,Scarborough Southwest,740 MIDLAND AVE,5,87,65
2017,2017,1959,PRIVATE,20,Scarborough Southwest,746 MIDLAND AVE,5,87,66
2017,2017,1961,PRIVATE,25,Scarborough-Rouge Park,205 MORNINGSIDE AVE,5,107,69
2017,2017,1918,PRIVATE,12,Toronto-St. Paul's,58 ORIOLE GDNS,4,13,60
2017,2017,1960,PRIVATE,15,Don Valley West,54 THORNCLIFFE PARK DR,6,71,68
2017,2017,1960,PRIVATE,15,Don Valley West,56 THORNCLIFFE PARK DR,6,64,69
2017,2017,1960,PRIVATE,15,Don Valley West,58 THORNCLIFFE PARK DR,6,71,68
2017,2017,1966,PRIVATE,02,Etobicoke Centre,289 THE KINGSWAY,17,73,73
2017,2017,1974,PRIVATE,22,Scarborough-Agincourt,30 AURORA CRT,13,167,76
2017,2017,1952,PRIVATE,03,Etobicoke-Lakeshore,2649 BLOOR ST W,4,48,60
2017,2017,1965,PRIVATE,03,Etobicoke-Lakeshore,4 SUPERIOR AVE,7,55,69
2017,2017,1967,PRIVATE,08,Eglinton-Lawrence,104 RAJAH ST,3,11,65
2017,2017,1970,PRIVATE,07,Humber River-Black Creek,345 SENTINEL RD,10,79,69
2017,2017,1967,PRIVATE,24,Scarborough-Guildwood,3950 LAWRENCE AVE E,15,164,73
2017,2017,1959,PRIVATE,08,Eglinton-Lawrence,771 LAWRENCE AVE W,3,10,58
2017,2017,1954,PRIVATE,15,Don Valley West,1220 BAYVIEW AVE,6,51,65
2017,2017,1980,PRIVATE,13,Toronto Centre,90 ADELAIDE ST E,8,60,71
2017,2017,1955,PRIVATE,14,Toronto-Danforth,856-858 BROADVIEW AVE,4,23,69
2017,2017,1948,PRIVATE,15,Don Valley West,110 BROADWAY AVE,4,71,66
2017,2017,1957,PRIVATE,15,Don Valley West,120 BROADWAY AVE,4,48,66
2017,2017,1964,PRIVATE,15,Don Valley West,33 ERSKINE AVE,10,109,72
2017,2017,1979,PRIVATE,25,Scarborough-Rouge Park,1 DEAN PARK RD,16,249,71
2017,2017,1955,PRIVATE,12,Toronto-St. Paul's,211 EGLINTON AVE W,3,31,60
2017,2017,1931,PRIVATE,13,Toronto Centre,317 SHERBOURNE ST,4,38,54
2017,2017,1960,PRIVATE,13,Toronto Centre,321 SHERBOURNE ST,7,67,60
2017,2017,1920,PRIVATE,13,Toronto Centre,391 SHERBOURNE ST,4,48,64
2017,2017,1973,PRIVATE,12,Toronto-St. Paul's,101 ROEHAMPTON AVE,20,129,62
2017,2017,1959,PRIVATE,04,Parkdale-High Park,137 DUNN AVE,4,21,63
2017,2017,1971,PRIVATE,07,Humber River-Black Creek,101 DRIFTWOOD AVE,4,32,61
2017,2017,1950,PRIVATE,14,Toronto-Danforth,325 SAMMON AVE,3,26,61
2017,2017,1930,PRIVATE,09,Davenport,410 DOVERCOURT RD,3,13,72
2017,2017,1930,PRIVATE,13,Toronto Centre,61 CHARLES ST E,3,24,67
2017,2017,1991,SOCIAL HOUSING,13,Toronto Centre,330 DUNDAS ST E,4,29,64
2017,2017,1989,SOCIAL HOUSING,13,Toronto Centre,305-307 PARLIAMENT ST,3,10,60
2017,2017,1938,PRIVATE,12,Toronto-St. Paul's,110 ST CLAIR AVE W,9,54,65
2017,2017,1959,PRIVATE,12,Toronto-St. Paul's,276 ST CLAIR AVE W,4,49,69
2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,51 GENERATION BLVD,3,12,67
2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,53 GENERATION BLVD,3,12,67
2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,95-115 GENERATION BLVD,3,108,65
2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,109 GENERATION BLVD,3,12,64
2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,111 GENERATION BLVD,3,12,64
2017,2017,1958,PRIVATE,18,Willowdale,414 WILLOWDALE AVE,3,65,69
2017,2017,1959,PRIVATE,06,York Centre,1 WILMINGTON AVE,3,11,56
2017,2017,1965,PRIVATE,06,York Centre,20 WILMINGTON AVE,4,13,43
2017,2017,1956,PRIVATE,15,Don Valley West,299 FORMAN AVE,4,29,57
2017,2017,1966,PRIVATE,16,Don Valley East,45 GRENOBLE DR,28,217,66
2017,2017,1957,PRIVATE,03,Etobicoke-Lakeshore,1276 ISLINGTON AVE,13,202,67
2017,2017,1967,PRIVATE,06,York Centre,605 FINCH AVE W,9,244,58
2017,2017,1970,PRIVATE,06,York Centre,715 FINCH AVE W,11,85,65
2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,115 GENERATION BLVD,3,12,65
2017,2017,1991,SOCIAL HOUSING,13,Toronto Centre,280 GERRARD ST E,3,26,61
2017,2017,1950,PRIVATE,15,Don Valley West,165 ERSKINE AVE,4,40,78
2017,2017,1966,PRIVATE,16,Don Valley East,200 GATEWAY BLVD,17,284,58
2017,2017,1967,PRIVATE,12,Toronto-St. Paul's,50 HOLLY ST,15,145,71
2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,49 GENERATION BLVD,3,12,67
2017,2017,1959,PRIVATE,15,Don Valley West,460 EGLINTON AVE E,6,72,66
2017,2017,1965,PRIVATE,15,Don Valley West,485 EGLINTON AVE E,12,108,60
2017,2017,1975,PRIVATE,08,Eglinton-Lawrence,28 WASDALE CRES,3,11,70
2017,2017,1928,PRIVATE,12,Toronto-St. Paul's,48 MAXWELL AVE,3,29,65
2017,2017,1960,PRIVATE,08,Eglinton-Lawrence,96 MULHOLLAND AVE,3,11,61
2017,2017,1961,PRIVATE,25,Scarborough-Rouge Park,207 MORNINGSIDE AVE,5,107,61
2017,2017,2010,PRIVATE,09,Davenport,45 LISGAR ST,14,291,73
2017,2017,2005,PRIVATE,09,Davenport,55 LISGAR ST,9,116,68
2017,2017,1958,PRIVATE,08,Eglinton-Lawrence,80 NEPTUNE DR,3,11,61
2017,2017,1975,PRIVATE,08,Eglinton-Lawrence,84 NEPTUNE DR,3,11,63
2017,2017,1952,PRIVATE,11,University-Rosedale,151 ST GEORGE ST,7,48,59
2017,2017,1964,PRIVATE,11,University-Rosedale,177 ST GEORGE ST,8,57,67
2017,2017,1958,PRIVATE,11,University-Rosedale,267 ST GEORGE ST,10,63,64
2017,2017,1977,PRIVATE,22,Scarborough-Agincourt,20 STONEHILL CRT,13,153,63
2017,2017,1965,PRIVATE,03,Etobicoke-Lakeshore,2 SUPERIOR AVE,5,47,68
2017,2017,1974,PRIVATE,22,Scarborough-Agincourt,20 AURORA CRT,14,175,77
2017,2017,1960,PRIVATE,08,Eglinton-Lawrence,15 BEDFORD PARK AVE,3,39,64
2017,2017,1965,PRIVATE,08,Eglinton-Lawrence,680 ROSELAWN AVE,9,64,64
2017,2017,1960,PRIVATE,08,Eglinton-Lawrence,835 ROSELAWN AVE,7,39,56
2017,2017,1955,PRIVATE,15,Don Valley West,110 KEEWATIN AVE,4,32,74
2017,2017,1958,PRIVATE,15,Don Valley West,135 KEEWATIN AVE,4,52,71
2017,2017,1955,PRIVATE,15,Don Valley West,100 KEEWATIN AVE,4,32,78
2017,2017,1962,PRIVATE,04,Parkdale-High Park,79 JAMESON AVE,7,121,58
2017,2017,1985,SOCIAL HOUSING,24,Scarborough-Guildwood,4201 KINGSTON RD,3,41,60
2017,2017,1960,PRIVATE,04,Parkdale-High Park,145 JAMESON AVE,9,80,59
2017,2017,1962,PRIVATE,01,Etobicoke North,80 BLACKFRIAR AVE,3,45,63
2017,2017,1964,PRIVATE,12,Toronto-St. Paul's,18 BROWNLOW AVE,19,185,74
2017,2017,1968,PRIVATE,18,Willowdale,2818 BAYVIEW AVE,3,20,55
2017,2017,1986,PRIVATE,15,Don Valley West,795 EGLINTON AVE E,5,88,68
2017,2017,1961,PRIVATE,12,Toronto-St. Paul's,100 ROEHAMPTON AVE,14,211,67
2017,2017,1936,PRIVATE,08,Eglinton-Lawrence,14 CHATSWORTH DR,4,41,70
2017,2017,1960,PRIVATE,07,Humber River-Black Creek,3 DAMASK AVE,3,10,65
2017,2017,1970,PRIVATE,07,Humber River-Black Creek,45 DRIFTWOOD AVE,14,137,54
2017,2017,1971,PRIVATE,19,Beaches-East York,7 CRESCENT PL,29,584,57
2017,2017,1971,PRIVATE,19,Beaches-East York,11 CRESCENT PL,29,159,58
2017,2017,1967,PRIVATE,08,Eglinton-Lawrence,377 RIDELLE AVE,18,231,70
2017,2017,1963,PRIVATE,01,Etobicoke North,70 ESTHER LORRIE DR,7,97,68
2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,41 GENERATION BLVD,3,12,65
2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,43 GENERATION BLVD,3,12,66
2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,45 GENERATION BLVD,3,12,67
2017,2017,1975,PRIVATE,25,Scarborough-Rouge Park,47 GENERATION BLVD,3,180,66
2017,2017,1968,PRIVATE,20,Scarborough Southwest,3091 EGLINTON AVE E,7,79,76
2017,2017,1969,PRIVATE,20,Scarborough Southwest,3161 EGLINTON AVE E,12,166,73
2017,2017,1960,PRIVATE,15,Don Valley West,2 MILEPOST PL,6,77,68
2017,2017,1960,PRIVATE,15,Don Valley West,4 MILEPOST PL,6,77,69
2017,2017,1965,PRIVATE,25,Scarborough-Rouge Park,217 MORNINGSIDE AVE,9,110,57
2017,2017,1960,PRIVATE,12,Toronto-St. Paul's,300 ST CLAIR AVE W,5,49,76
2017,2017,1967,PRIVATE,08,Eglinton-Lawrence,141 LYON CRT,18,142,76
2017,2017,1967,PRIVATE,08,Eglinton-Lawrence,145 MARLEE AVE,18,315,74
2017,2017,1950,PRIVATE,19,Beaches-East York,1001 O'CONNOR DR,4,83,65
2017,2017,1929,PRIVATE,12,Toronto-St. Paul's,120 VAUGHAN RD,3,24,63
2017,2017,1955,PRIVATE,12,Toronto-St. Paul's,197 VAUGHAN RD,6,42,60
2017,2017,2009,SOCIAL HOUSING,12,Toronto-St. Paul's,201 VAUGHAN RD,3,30,65
2017,2017,1970,PRIVATE,03,Etobicoke-Lakeshore,80 TWENTY FIFTH ST,3,18,79
2017,2017,1970,PRIVATE,03,Etobicoke-Lakeshore,90 TWENTY FIFTH ST,3,41,80
2017,2017,1996,SOCIAL HOUSING,14,Toronto-Danforth,54 MARIGOLD AVE,4,29,53
2017,2017,1960,PRIVATE,08,Eglinton-Lawrence,110 MARLEE AVE,7,110,64
2017,2017,1960,PRIVATE,21,Scarborough Centre,2301 VICTORIA PARK AVE,7,104,66
2017,2017,1962,PRIVATE,01,Etobicoke North,40 TORBOLTON DR,3,17,61
2017,2017,1960,PRIVATE,21,Scarborough Centre,1 TERRAVIEW BLVD,7,104,71
2017,2017,1929,PRIVATE,12,Toronto-St. Paul's,795 ST CLAIR AVE W,3,19,55
2017,2017,1920,PRIVATE,12,Toronto-St. Paul's,195 VAUGHAN RD,4,32,63
2017,2017,1938,PRIVATE,12,Toronto-St. Paul's,229 VAUGHAN RD,4,24,61
2017,2017,1952,PRIVATE,12,Toronto-St. Paul's,236 VAUGHAN RD,5,79,59
